species,display_name,base_form_group,type1,type2,egggroup1,egggroup2,hp,atk,def,spe,spa,spd,bst,form_type,category_group,excluded_from_normal_pool,exclusion_reason
SPECIES_MIRAIDON,Miraidon,SPECIES_MIRAIDON,ELECTRIC,DRAGON,UNDISCOVERED,UNDISCOVERED,100,85,100,135,135,115,670,base,legendary,1,legendary
SPECIES_WALKING_WAKE,WalkngWake,SPECIES_WALKING_WAKE,WATER,DRAGON,UNDISCOVERED,UNDISCOVERED,99,83,91,109,125,83,590,base,paradox,1,paradox
SPECIES_IRON_LEAVES,IronLeaves,SPECIES_IRON_LEAVES,GRASS,PSYCHIC,UNDISCOVERED,UNDISCOVERED,90,130,88,104,70,108,590,base,paradox,1,paradox
SPECIES_DIPPLIN,Dipplin,SPECIES_DIPPLIN,GRASS,DRAGON,GRASS,DRAGON,80,80,110,40,95,80,485,base,normal,0,
SPECIES_POLTCHAGEIST,Polchgeist,SPECIES_POLTCHAGEIST,GRASS,GHOST,MINERAL,AMORPHOUS,40,45,45,50,74,54,308,base,normal,0,
SPECIES_SINISTCHA,Sinistcha,SPECIES_SINISTCHA,GRASS,GHOST,MINERAL,AMORPHOUS,71,60,106,70,121,80,508,base,normal,0,
SPECIES_OKIDOGI,Okidogi,SPECIES_OKIDOGI,POISON,FIGHTING,UNDISCOVERED,UNDISCOVERED,88,128,115,80,58,86,555,base,sublegend,1,sublegend
SPECIES_MUNKIDORI,Munkidori,SPECIES_MUNKIDORI,POISON,PSYCHIC,UNDISCOVERED,UNDISCOVERED,88,75,66,106,130,90,555,base,sublegend,1,sublegend
SPECIES_FEZANDIPITI,Fezanditi,SPECIES_FEZANDIPITI,POISON,FAIRY,UNDISCOVERED,UNDISCOVERED,88,91,82,99,70,125,555,base,sublegend,1,sublegend
SPECIES_OGERPON,Ogerpon,SPECIES_OGERPON,GRASS,GRASS,UNDISCOVERED,UNDISCOVERED,80,120,84,110,60,96,550,base,sublegend,1,sublegend
SPECIES_ARCHALUDON,Archaludon,SPECIES_ARCHALUDON,STEEL,DRAGON,MINERAL,DRAGON,90,105,130,85,125,65,600,base,normal,0,
SPECIES_HYDRAPPLE,Hydrapple,SPECIES_HYDRAPPLE,GRASS,DRAGON,GRASS,DRAGON,106,80,110,44,120,80,540,base,normal,0,
SPECIES_GOUGING_FIRE,GouginFire,SPECIES_GOUGING_FIRE,FIRE,DRAGON,UNDISCOVERED,UNDISCOVERED,105,115,121,91,65,93,590,base,paradox,1,paradox
SPECIES_RAGING_BOLT,RagingBolt,SPECIES_RAGING_BOLT,ELECTRIC,DRAGON,UNDISCOVERED,UNDISCOVERED,125,73,91,75,137,89,590,base,paradox,1,paradox
SPECIES_IRON_BOULDER,IronBolder,SPECIES_IRON_BOULDER,ROCK,PSYCHIC,UNDISCOVERED,UNDISCOVERED,90,120,80,124,68,108,590,base,paradox,1,paradox
SPECIES_IRON_CROWN,Iron Crown,SPECIES_IRON_CROWN,STEEL,PSYCHIC,UNDISCOVERED,UNDISCOVERED,90,72,100,98,122,108,590,base,paradox,1,paradox
SPECIES_TERAPAGOS,Terapagos,SPECIES_TERAPAGOS,NORMAL,NORMAL,UNDISCOVERED,UNDISCOVERED,90,65,85,60,65,85,450,base,legendary,1,legendary
SPECIES_PECHARUNT,Pecharunt,SPECIES_PECHARUNT,POISON,GHOST,UNDISCOVERED,UNDISCOVERED,88,88,160,88,88,88,600,base,mythical,1,mythical
SPECIES_MEGA_VENUSAUR,-----,SPECIES_VENUSAUR,GRASS,POISON,MONSTER,GRASS,80,100,123,80,122,120,625,mega,normal,1,mega
SPECIES_MEGA_CHARIZARD_X,-----,SPECIES_CHARIZARD,FIRE,DRAGON,MONSTER,DRAGON,78,130,111,100,130,85,634,mega,normal,1,mega
SPECIES_MEGA_CHARIZARD_Y,-----,SPECIES_CHARIZARD,FIRE,FLYING,MONSTER,DRAGON,78,104,78,100,159,115,634,mega,normal,1,mega
SPECIES_MEGA_BLASTOISE,-----,SPECIES_BLASTOISE,WATER,WATER,MONSTER,WATER_1,79,103,120,78,135,115,630,mega,normal,1,mega
SPECIES_MEGA_BEEDRILL,-----,SPECIES_BEEDRILL,BUG,POISON,BUG,BUG,65,150,40,145,15,80,495,mega,normal,1,mega
SPECIES_MEGA_PIDGEOT,-----,SPECIES_PIDGEOT,NORMAL,FLYING,FLYING,FLYING,83,80,80,121,135,80,579,mega,normal,1,mega
SPECIES_MEGA_ALAKAZAM,-----,SPECIES_ALAKAZAM,PSYCHIC,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,55,50,65,150,175,105,600,mega,normal,1,mega
SPECIES_MEGA_SLOWBRO,-----,SPECIES_SLOWBRO,WATER,PSYCHIC,MONSTER,WATER_1,95,75,180,30,130,80,590,mega,normal,1,mega
SPECIES_MEGA_GENGAR,-----,SPECIES_GENGAR,GHOST,POISON,AMORPHOUS,AMORPHOUS,60,65,80,130,170,95,600,mega,normal,1,mega
SPECIES_MEGA_KANGASKHAN,-----,SPECIES_KANGASKHAN,NORMAL,NORMAL,MONSTER,MONSTER,105,125,100,100,60,100,590,mega,normal,1,mega
SPECIES_MEGA_PINSIR,-----,SPECIES_PINSIR,BUG,FLYING,BUG,BUG,65,155,120,105,65,90,600,mega,normal,1,mega
SPECIES_MEGA_GYARADOS,-----,SPECIES_GYARADOS,WATER,DARK,WATER_2,DRAGON,95,155,109,81,70,130,640,mega,normal,1,mega
SPECIES_MEGA_AERODACTYL,-----,SPECIES_AERODACTYL,ROCK,FLYING,FLYING,FLYING,80,135,85,150,70,95,615,mega,normal,1,mega
SPECIES_MEGA_MEWTWO_X,-----,SPECIES_MEWTWO,PSYCHIC,FIGHTING,UNDISCOVERED,UNDISCOVERED,106,190,100,130,154,100,780,mega,normal,1,mega
SPECIES_MEGA_MEWTWO_Y,-----,SPECIES_MEWTWO,PSYCHIC,PSYCHIC,UNDISCOVERED,UNDISCOVERED,106,150,70,140,194,120,780,mega,normal,1,mega
SPECIES_MEGA_AMPHAROS,-----,SPECIES_AMPHAROS,ELECTRIC,DRAGON,MONSTER,FIELD,90,95,105,45,165,110,610,mega,normal,1,mega
SPECIES_MEGA_STEELIX,-----,SPECIES_STEELIX,STEEL,GROUND,MINERAL,MINERAL,75,125,230,30,55,95,610,mega,normal,1,mega
SPECIES_MEGA_SCIZOR,-----,SPECIES_SCIZOR,BUG,STEEL,BUG,BUG,70,150,140,75,65,100,600,mega,normal,1,mega
SPECIES_MEGA_HERACROSS,-----,SPECIES_HERACROSS,BUG,FIGHTING,BUG,BUG,80,185,115,75,40,105,600,mega,normal,1,mega
SPECIES_MEGA_HOUNDOOM,-----,SPECIES_HOUNDOOM,DARK,FIRE,FIELD,FIELD,75,90,90,115,140,90,600,mega,normal,1,mega
SPECIES_MEGA_TYRANITAR,-----,SPECIES_TYRANITAR,ROCK,DARK,MONSTER,MONSTER,100,164,150,71,95,120,700,mega,normal,1,mega
SPECIES_MEGA_SCEPTILE,-----,SPECIES_SCEPTILE,GRASS,DRAGON,MONSTER,DRAGON,70,110,75,145,145,85,630,mega,normal,1,mega
SPECIES_MEGA_BLAZIKEN,-----,SPECIES_BLAZIKEN,FIRE,FIGHTING,FIELD,FIELD,80,160,80,100,130,80,630,mega,normal,1,mega
SPECIES_MEGA_SWAMPERT,-----,SPECIES_SWAMPERT,WATER,GROUND,MONSTER,WATER_1,100,150,110,70,95,110,635,mega,normal,1,mega
SPECIES_MEGA_GARDEVOIR,-----,SPECIES_GARDEVOIR,PSYCHIC,FAIRY,AMORPHOUS,AMORPHOUS,68,85,65,100,165,135,618,mega,normal,1,mega
SPECIES_MEGA_SABLEYE,-----,SPECIES_SABLEYE,DARK,GHOST,HUMAN_LIKE,HUMAN_LIKE,50,85,125,20,85,115,480,mega,normal,1,mega
SPECIES_MEGA_MAWILE,-----,SPECIES_MAWILE,STEEL,FAIRY,FIELD,FAIRY,50,105,125,50,55,95,480,mega,normal,1,mega
SPECIES_MEGA_AGGRON,-----,SPECIES_AGGRON,STEEL,STEEL,MONSTER,MONSTER,70,140,230,50,60,80,630,mega,normal,1,mega
SPECIES_MEGA_MEDICHAM,-----,SPECIES_MEDICHAM,FIGHTING,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,60,100,85,100,80,85,510,mega,normal,1,mega
SPECIES_MEGA_MANECTRIC,-----,SPECIES_MANECTRIC,ELECTRIC,ELECTRIC,FIELD,FIELD,70,75,80,135,135,80,575,mega,normal,1,mega
SPECIES_MEGA_SHARPEDO,-----,SPECIES_SHARPEDO,WATER,DARK,WATER_2,WATER_2,70,140,70,105,110,65,560,mega,normal,1,mega
SPECIES_MEGA_CAMERUPT,-----,SPECIES_CAMERUPT,FIRE,GROUND,FIELD,FIELD,70,120,100,20,145,105,560,mega,normal,1,mega
SPECIES_MEGA_ALTARIA,-----,SPECIES_ALTARIA,DRAGON,FAIRY,FLYING,DRAGON,75,110,110,80,110,105,590,mega,normal,1,mega
SPECIES_MEGA_BANETTE,-----,SPECIES_BANETTE,GHOST,GHOST,AMORPHOUS,AMORPHOUS,64,165,75,75,93,83,555,mega,normal,1,mega
SPECIES_MEGA_ABSOL,-----,SPECIES_ABSOL,DARK,DARK,FIELD,FIELD,65,150,60,115,115,60,565,mega,normal,1,mega
SPECIES_MEGA_GLALIE,-----,SPECIES_GLALIE,ICE,ICE,FAIRY,MINERAL,80,120,80,100,120,80,580,mega,normal,1,mega
SPECIES_MEGA_SALAMENCE,-----,SPECIES_SALAMENCE,DRAGON,FLYING,DRAGON,DRAGON,95,145,130,120,120,90,700,mega,normal,1,mega
SPECIES_MEGA_METAGROSS,-----,SPECIES_METAGROSS,STEEL,PSYCHIC,MINERAL,MINERAL,80,145,150,110,105,110,700,mega,normal,1,mega
SPECIES_MEGA_LATIAS,-----,SPECIES_LATIAS,DRAGON,PSYCHIC,UNDISCOVERED,UNDISCOVERED,80,100,120,110,140,150,700,mega,normal,1,mega
SPECIES_MEGA_LATIOS,-----,SPECIES_LATIOS,DRAGON,PSYCHIC,UNDISCOVERED,UNDISCOVERED,80,130,100,110,160,120,700,mega,normal,1,mega
SPECIES_MEGA_RAYQUAZA,-----,SPECIES_RAYQUAZA,DRAGON,FLYING,UNDISCOVERED,UNDISCOVERED,105,180,100,115,180,100,780,mega,normal,1,mega
SPECIES_MEGA_LOPUNNY,-----,SPECIES_LOPUNNY,NORMAL,FIGHTING,FIELD,HUMAN_LIKE,65,136,94,135,54,96,580,mega,normal,1,mega
SPECIES_MEGA_GARCHOMP,-----,SPECIES_GARCHOMP,DRAGON,GROUND,DRAGON,MONSTER,108,170,115,92,120,95,700,mega,normal,1,mega
SPECIES_MEGA_LUCARIO,-----,SPECIES_LUCARIO,FIGHTING,STEEL,FIELD,HUMAN_LIKE,70,145,88,112,140,70,625,mega,normal,1,mega
SPECIES_MEGA_ABOMASNOW,-----,SPECIES_ABOMASNOW,GRASS,ICE,MONSTER,GRASS,90,132,105,30,132,105,594,mega,normal,1,mega
SPECIES_MEGA_GALLADE,-----,SPECIES_GALLADE,PSYCHIC,FIGHTING,WATER_1,WATER_1,68,165,95,110,65,115,618,mega,normal,1,mega
SPECIES_MEGA_AUDINO,-----,SPECIES_AUDINO,NORMAL,FAIRY,FAIRY,FAIRY,103,60,126,50,80,126,545,mega,normal,1,mega
SPECIES_MEGA_DIANCIE,-----,SPECIES_DIANCIE,ROCK,FAIRY,UNDISCOVERED,UNDISCOVERED,50,160,110,110,160,110,700,mega,normal,1,mega
SPECIES_GROUDON_PRIMAL,-----,SPECIES_GROUDON,GROUND,FIRE,UNDISCOVERED,UNDISCOVERED,100,180,160,90,150,90,770,primal,normal,1,primal
SPECIES_KYOGRE_PRIMAL,-----,SPECIES_KYOGRE,WATER,WATER,UNDISCOVERED,UNDISCOVERED,100,150,90,90,180,160,770,primal,normal,1,primal
SPECIES_RATTATA_ALOLAN,-----,SPECIES_RATTATA,DARK,NORMAL,FIELD,FIELD,30,56,35,72,25,35,253,regional,normal,0,
SPECIES_RATICATE_ALOLAN,-----,SPECIES_RATICATE,DARK,NORMAL,FIELD,FIELD,75,71,70,77,40,80,413,regional,normal,0,
SPECIES_RAICHU_ALOLAN,-----,SPECIES_RAICHU,ELECTRIC,PSYCHIC,FIELD,FAIRY,60,85,50,110,95,85,485,regional,normal,0,
SPECIES_SANDSHREW_ALOLAN,-----,SPECIES_SANDSHREW,ICE,STEEL,FIELD,FIELD,50,75,90,40,10,35,300,regional,normal,0,
SPECIES_SANDSLASH_ALOLAN,-----,SPECIES_SANDSLASH,ICE,STEEL,FIELD,FIELD,75,100,120,65,25,65,450,regional,normal,0,
SPECIES_VULPIX_ALOLAN,-----,SPECIES_VULPIX,ICE,ICE,FIELD,FIELD,38,41,40,65,50,65,299,regional,normal,0,
SPECIES_NINETALES_ALOLAN,-----,SPECIES_NINETALES,ICE,FAIRY,FIELD,FIELD,73,67,75,109,81,100,505,regional,normal,0,
SPECIES_DIGLETT_ALOLAN,-----,SPECIES_DIGLETT,GROUND,STEEL,FIELD,FIELD,10,55,30,90,35,45,265,regional,normal,0,
SPECIES_DUGTRIO_ALOLAN,-----,SPECIES_DUGTRIO,GROUND,STEEL,FIELD,FIELD,35,100,60,110,50,70,425,regional,normal,0,
SPECIES_MEOWTH_ALOLAN,-----,SPECIES_MEOWTH,DARK,DARK,FIELD,FIELD,40,35,35,90,50,40,290,regional,normal,0,
SPECIES_PERSIAN_ALOLAN,-----,SPECIES_PERSIAN,DARK,DARK,FIELD,FIELD,65,60,60,115,75,65,440,regional,normal,0,
SPECIES_GEODUDE_ALOLAN,-----,SPECIES_GEODUDE,ROCK,ELECTRIC,MINERAL,MINERAL,40,80,100,20,30,30,300,regional,normal,0,
SPECIES_GRAVELER_ALOLAN,-----,SPECIES_GRAVELER,ROCK,ELECTRIC,MINERAL,MINERAL,55,95,115,35,45,45,390,regional,normal,0,
SPECIES_GOLEM_ALOLAN,-----,SPECIES_GOLEM,ROCK,ELECTRIC,MINERAL,MINERAL,80,120,130,45,55,65,495,regional,normal,0,
SPECIES_GRIMER_ALOLAN,-----,SPECIES_GRIMER,POISON,DARK,AMORPHOUS,AMORPHOUS,80,80,50,25,40,50,325,regional,normal,0,
SPECIES_MUK_ALOLAN,-----,SPECIES_MUK,POISON,DARK,AMORPHOUS,AMORPHOUS,105,105,75,50,65,100,500,regional,normal,0,
SPECIES_EXEGGUTOR_ALOLAN,-----,SPECIES_EXEGGUTOR,GRASS,DRAGON,GRASS,GRASS,95,105,85,45,125,75,530,regional,normal,0,
SPECIES_MAROWAK_ALOLAN,-----,SPECIES_MAROWAK,FIRE,GHOST,MONSTER,MONSTER,60,80,110,45,50,80,425,regional,normal,0,
SPECIES_RATICATE_ALOLAN_LARGE,-----,SPECIES_RATICATE,DARK,NORMAL,FIELD,FIELD,75,71,70,77,40,80,413,regional,normal,0,
SPECIES_MAROWAK_ALOLAN_LARGE,-----,SPECIES_MAROWAK,FIRE,GHOST,MONSTER,MONSTER,60,80,110,45,50,80,425,regional,normal,0,
SPECIES_GUMSHOOS_LARGE,-----,SPECIES_GUMSHOOS_LARGE,NORMAL,NORMAL,FIELD,FIELD,88,110,60,45,55,60,418,stub_form,normal,1,stub_form
SPECIES_VIKAVOLT_LARGE,-----,SPECIES_VIKAVOLT_LARGE,BUG,ELECTRIC,BUG,BUG,77,70,90,43,145,75,500,stub_form,normal,1,stub_form
SPECIES_RIBOMBEE_LARGE,-----,SPECIES_RIBOMBEE_LARGE,BUG,FAIRY,BUG,FAIRY,60,55,60,124,95,70,464,stub_form,normal,1,stub_form
SPECIES_ARAQUANID_LARGE,-----,SPECIES_ARAQUANID_LARGE,WATER,BUG,WATER_1,BUG,68,70,92,42,50,132,454,stub_form,normal,1,stub_form
SPECIES_LURANTIS_LARGE,-----,SPECIES_LURANTIS_LARGE,GRASS,GRASS,GRASS,GRASS,70,105,90,45,80,90,480,stub_form,normal,1,stub_form
SPECIES_SALAZZLE_LARGE,-----,SPECIES_SALAZZLE_LARGE,POISON,FIRE,MONSTER,DRAGON,68,64,60,117,111,60,480,stub_form,normal,1,stub_form
SPECIES_TOGEDEMARU_LARGE,-----,SPECIES_TOGEDEMARU_LARGE,ELECTRIC,STEEL,FIELD,FAIRY,65,98,63,96,40,73,435,stub_form,normal,1,stub_form
SPECIES_MIMIKYU_LARGE,-----,SPECIES_MIMIKYU_LARGE,GHOST,FAIRY,AMORPHOUS,AMORPHOUS,55,90,80,96,50,105,476,stub_form,normal,1,stub_form
SPECIES_MIMIKYU_BUSTED_LARGE,-----,SPECIES_MIMIKYU_BUSTED_LARGE,GHOST,FAIRY,AMORPHOUS,AMORPHOUS,55,90,80,96,50,105,476,stub_form,normal,1,stub_form
SPECIES_KOMMO_O_LARGE,-----,SPECIES_KOMMO_O_LARGE,DRAGON,FIGHTING,DRAGON,DRAGON,75,110,125,85,100,105,600,stub_form,normal,1,stub_form
SPECIES_MEOWTH_GALARIAN,-----,SPECIES_MEOWTH,STEEL,STEEL,FIELD,FIELD,50,65,55,40,40,40,290,regional,normal,0,
SPECIES_PONYTA_GALARIAN,-----,SPECIES_PONYTA,PSYCHIC,PSYCHIC,FIELD,FIELD,50,85,55,90,65,65,410,regional,normal,0,
SPECIES_RAPIDASH_GALARIAN,-----,SPECIES_RAPIDASH,PSYCHIC,FAIRY,FIELD,FIELD,65,100,70,105,80,80,500,regional,normal,0,
SPECIES_SLOWPOKE_GALARIAN,-----,SPECIES_SLOWPOKE,PSYCHIC,PSYCHIC,MONSTER,WATER_1,90,65,65,15,40,40,315,regional,normal,0,
SPECIES_SLOWBRO_GALARIAN,-----,SPECIES_SLOWBRO,POISON,PSYCHIC,MONSTER,WATER_1,95,100,95,30,100,70,490,regional,normal,0,
SPECIES_FARFETCHD_GALARIAN,-----,SPECIES_FARFETCHD,FIGHTING,FIGHTING,FLYING,FIELD,52,95,55,55,58,62,377,regional,normal,0,
SPECIES_WEEZING_GALARIAN,-----,SPECIES_WEEZING,POISON,FAIRY,AMORPHOUS,AMORPHOUS,65,90,120,60,85,70,490,regional,normal,0,
SPECIES_MR_MIME_GALARIAN,-----,SPECIES_MR_MIME,ICE,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,50,65,65,100,90,90,460,regional,normal,0,
SPECIES_ARTICUNO_GALARIAN,-----,SPECIES_ARTICUNO,PSYCHIC,FLYING,UNDISCOVERED,UNDISCOVERED,90,85,85,95,125,100,580,regional,normal,0,
SPECIES_ZAPDOS_GALARIAN,-----,SPECIES_ZAPDOS,FIGHTING,FLYING,UNDISCOVERED,UNDISCOVERED,90,125,90,100,85,90,580,regional,normal,0,
SPECIES_MOLTRES_GALARIAN,-----,SPECIES_MOLTRES,DARK,FLYING,UNDISCOVERED,UNDISCOVERED,90,85,90,90,100,125,580,regional,normal,0,
SPECIES_SLOWKING_GALARIAN,-----,SPECIES_SLOWKING,POISON,PSYCHIC,MONSTER,WATER_1,95,65,80,30,110,110,490,regional,normal,0,
SPECIES_CORSOLA_GALARIAN,-----,SPECIES_CORSOLA,GHOST,GHOST,WATER_1,WATER_3,60,55,100,30,65,100,410,regional,normal,0,
SPECIES_ZIGZAGOON_GALARIAN,-----,SPECIES_ZIGZAGOON,DARK,NORMAL,FIELD,FIELD,38,30,41,60,30,41,240,regional,normal,0,
SPECIES_LINOONE_GALARIAN,-----,SPECIES_LINOONE,DARK,NORMAL,FIELD,FIELD,78,70,61,100,50,61,420,regional,normal,0,
SPECIES_DARUMAKA_GALARIAN,-----,SPECIES_DARUMAKA,ICE,ICE,FIELD,FIELD,70,90,45,50,15,45,315,regional,normal,0,
SPECIES_DARMANITAN_GALARIAN,-----,SPECIES_DARMANITAN,ICE,ICE,FIELD,FIELD,105,140,55,95,30,55,480,regional,normal,0,
SPECIES_YAMASK_GALARIAN,-----,SPECIES_YAMASK,GROUND,GHOST,MINERAL,AMORPHOUS,38,55,85,30,30,65,303,regional,normal,0,
SPECIES_STUNFISK_GALARIAN,-----,SPECIES_STUNFISK,GROUND,STEEL,WATER_1,AMORPHOUS,109,81,99,32,66,84,471,regional,normal,0,
SPECIES_PIKACHU_COSPLAY,-----,SPECIES_PIKACHU_COSPLAY,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_ROCK_STAR,-----,SPECIES_PIKACHU_ROCK_STAR,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_BELLE,-----,SPECIES_PIKACHU_BELLE,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_POP_STAR,-----,SPECIES_PIKACHU_POP_STAR,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_PH_D,-----,SPECIES_PIKACHU_PH_D,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_LIBRE,-----,SPECIES_PIKACHU_LIBRE,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_ORIGINAL_CAP,-----,SPECIES_PIKACHU,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,alt_form,normal,1,alt_form
SPECIES_PIKACHU_HOENN_CAP,-----,SPECIES_PIKACHU_HOENN_CAP,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_SINNOH_CAP,-----,SPECIES_PIKACHU_SINNOH_CAP,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_UNOVA_CAP,-----,SPECIES_PIKACHU_UNOVA_CAP,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_KALOS_CAP,-----,SPECIES_PIKACHU_KALOS_CAP,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_ALOLA_CAP,-----,SPECIES_PIKACHU_ALOLA_CAP,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_PARTNER_CAP,-----,SPECIES_PIKACHU_PARTNER_CAP,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_PIKACHU_WORLD_CAP,-----,SPECIES_PIKACHU_WORLD_CAP,ELECTRIC,ELECTRIC,UNDISCOVERED,UNDISCOVERED,35,55,40,90,50,50,320,stub_form,normal,1,stub_form
SPECIES_CASTFORM_SUNNY,-----,SPECIES_CASTFORM_SUNNY,FIRE,FIRE,FAIRY,AMORPHOUS,70,70,70,70,70,70,420,stub_form,normal,1,stub_form
SPECIES_CASTFORM_RAINY,-----,SPECIES_CASTFORM_RAINY,WATER,WATER,FAIRY,AMORPHOUS,70,70,70,70,70,70,420,stub_form,normal,1,stub_form
SPECIES_CASTFORM_SNOWY,-----,SPECIES_CASTFORM_SNOWY,ICE,ICE,FAIRY,AMORPHOUS,70,70,70,70,70,70,420,stub_form,normal,1,stub_form
SPECIES_CHERRIM_SUNSHINE,-----,SPECIES_CHERRIM_SUNSHINE,GRASS,GRASS,FAIRY,GRASS,70,90,70,85,87,117,519,stub_form,normal,1,stub_form
SPECIES_SHELLOS_EAST_SEA,-----,SPECIES_SHELLOS_EAST_SEA,WATER,WATER,WATER_1,AMORPHOUS,76,48,48,34,57,62,325,stub_form,normal,1,stub_form
SPECIES_GASTRODON_EAST_SEA,-----,SPECIES_GASTRODON_EAST_SEA,WATER,GROUND,WATER_1,AMORPHOUS,111,83,68,39,92,82,475,stub_form,normal,1,stub_form
SPECIES_DIALGA_ORIGIN,-----,SPECIES_DIALGA,STEEL,DRAGON,UNDISCOVERED,UNDISCOVERED,100,100,120,90,150,120,680,alt_form,normal,1,alt_form
SPECIES_PALKIA_ORIGIN,-----,SPECIES_PALKIA,WATER,DRAGON,UNDISCOVERED,UNDISCOVERED,90,100,100,120,150,120,680,alt_form,normal,1,alt_form
SPECIES_BASCULIN_BLUE_STRIPED,-----,SPECIES_BASCULIN,WATER,WATER,WATER_2,WATER_2,70,92,65,98,80,55,460,cosmetic_form,normal,0,
SPECIES_BASCULIN_WHITE_STRIPED,-----,SPECIES_BASCULIN,WATER,WATER,WATER_2,WATER_2,70,92,65,98,80,55,460,alt_form,normal,1,alt_form
SPECIES_DARMANITAN_ZEN_MODE,-----,SPECIES_DARMANITAN_ZEN_MODE,FIRE,PSYCHIC,FIELD,FIELD,105,30,105,55,140,105,540,stub_form,normal,1,stub_form
SPECIES_DARMANITAN_ZEN_MODE_GALARIAN,-----,SPECIES_DARMANITAN_ZEN_MODE,ICE,FIRE,FIELD,FIELD,105,160,55,135,30,55,540,regional,normal,0,
SPECIES_DEERLING_SUMMER,-----,SPECIES_DEERLING,NORMAL,GRASS,FIELD,FIELD,60,60,50,75,40,50,335,cosmetic_form,normal,0,
SPECIES_DEERLING_AUTUMN,-----,SPECIES_DEERLING,NORMAL,GRASS,FIELD,FIELD,60,60,50,75,40,50,335,cosmetic_form,normal,0,
SPECIES_DEERLING_WINTER,-----,SPECIES_DEERLING,NORMAL,GRASS,FIELD,FIELD,60,60,50,75,40,50,335,cosmetic_form,normal,0,
SPECIES_SAWSBUCK_SUMMER,-----,SPECIES_SAWSBUCK,NORMAL,GRASS,FIELD,FIELD,80,100,70,95,60,70,475,cosmetic_form,normal,0,
SPECIES_SAWSBUCK_AUTUMN,-----,SPECIES_SAWSBUCK,NORMAL,GRASS,FIELD,FIELD,80,100,70,95,60,70,475,cosmetic_form,normal,0,
SPECIES_SAWSBUCK_WINTER,-----,SPECIES_SAWSBUCK,NORMAL,GRASS,FIELD,FIELD,80,100,70,95,60,70,475,cosmetic_form,normal,0,
SPECIES_TORNADUS_THERIAN,-----,SPECIES_TORNADUS,FLYING,FLYING,UNDISCOVERED,UNDISCOVERED,79,100,80,121,110,90,580,alt_form,normal,1,alt_form
SPECIES_THUNDURUS_THERIAN,-----,SPECIES_THUNDURUS,ELECTRIC,FLYING,UNDISCOVERED,UNDISCOVERED,79,105,70,101,145,80,580,alt_form,normal,1,alt_form
SPECIES_LANDORUS_THERIAN,-----,SPECIES_LANDORUS,GROUND,FLYING,UNDISCOVERED,UNDISCOVERED,89,145,90,91,105,80,600,alt_form,normal,1,alt_form
SPECIES_KYUREM_WHITE,-----,SPECIES_KYUREM,DRAGON,ICE,UNDISCOVERED,UNDISCOVERED,125,120,90,95,170,100,700,alt_form,normal,1,alt_form
SPECIES_KYUREM_BLACK,-----,SPECIES_KYUREM,DRAGON,ICE,UNDISCOVERED,UNDISCOVERED,125,170,100,95,120,90,700,alt_form,normal,1,alt_form
SPECIES_KELDEO_RESOLUTE,-----,SPECIES_KELDEO,WATER,FIGHTING,UNDISCOVERED,UNDISCOVERED,91,72,90,108,129,90,580,alt_form,normal,1,alt_form
SPECIES_MELOETTA_PIROUETTE,-----,SPECIES_MELOETTA,NORMAL,FIGHTING,UNDISCOVERED,UNDISCOVERED,100,128,90,128,77,77,600,alt_form,normal,1,alt_form
